,Unnamed: 0,md,kh_kl,kv_kl,well_id,phi_best,clean_litho,grain_density,grain_size,sorting,cement,cement_grade,wellbore_y,formation,Level,npd_litho_id,coor_ns,coor_ew,npd_id
9724,9724,1818.75,1.79,1.31,1979,22.6,sandstone,2.69,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9725,9725,1819.25,0.82,0.34,1979,21.3,sandstone,2.68,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9726,9726,1819.5,0.73,0.26,1979,20.3,sandstone,2.68,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9727,9727,1819.75,0.79,0.24,1979,19.9,sandstone,2.68,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9728,9728,1820.0,0.85,0.63,1979,18.1,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9729,9729,1820.25,0.49,0.17,1979,18.4,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9730,9730,1820.5,0.77,0.19,1979,19.7,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9731,9731,1820.75,0.84,0.26,1979,19.5,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9732,9732,1821.25,0.26,0.09,1979,18.0,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9733,9733,1821.5,0.17,0.03,1979,15.6,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9734,9734,1821.75,0.19,0.03,1979,14.9,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9735,9735,1822.0,0.91,0.33,1979,16.6,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9736,9736,1822.25,0.32,0.12,1979,16.5,sandstone,2.69,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9737,9737,1823.0,0.79,0.16,1979,15.7,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9738,9738,1823.25,0.28,0.03,1979,14.6,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9739,9739,1823.5,0.25,0.04,1979,16.0,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9740,9740,1823.75,0.8,0.15,1979,19.0,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9741,9741,1824.0,0.35,0.12,1979,18.6,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9742,9742,1824.25,0.57,0.23,1979,19.3,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9743,9743,1824.5,1.08,0.28,1979,20.4,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9744,9744,1824.75,0.49,0.27,1979,18.8,sandstone,2.64,grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9745,9745,1825.0,0.43,0.22,1979,12.9,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9746,9746,1825.25,0.75,0.25,1979,19.1,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9747,9747,1825.5,0.39,0.11,1979,17.8,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9748,9748,1826.0,0.47,0.11,1979,17.5,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9749,9749,1826.25,0.84,0.11,1979,17.2,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9750,9750,1826.5,0.72,0.27,1979,18.5,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9751,9751,1826.75,0.55,0.14,1979,17.6,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9752,9752,1827.0,1.14,0.18,1979,18.9,sandstone,2.62,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9753,9753,1827.25,0.49,0.13,1979,17.7,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9754,9754,1829.0,1.5,0.27,1979,16.9,sandstone,2.61,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9755,9755,1830.5,0.61,0.18,1979,13.5,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9756,9756,1830.75,2.98,1.41,1979,17.2,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9757,9757,1831.0,10.0,0.59,1979,19.4,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9758,9758,1831.25,189.0,1.06,1979,23.1,sandstone,2.63,fine grained medium grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9759,9759,1831.75,7.53,2.19,1979,19.3,sandstone,2.62,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9760,9760,1832.0,17.9,2.72,1979,20.1,sandstone,2.63,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9761,9761,1832.25,214.0,132.0,1979,21.2,sandstone,2.62,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9762,9762,1832.5,30.7,24.7,1979,20.2,sandstone,2.62,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9763,9763,1832.75,68.8,1.18,1979,21.2,sandstone,2.62,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9764,9764,1833.0,1.73,0.6,1979,15.9,sandstone,2.63,very fine grained fine grained,well cementedsorted,very well cemented,2,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9765,9765,1833.25,3180.0,313.0,1979,29.1,sandstone,2.61,medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9766,9766,1833.5,23.3,2.34,1979,20.6,sandstone,2.62,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9767,9767,1833.75,22.0,2.87,1979,17.9,sandstone,2.64,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9768,9768,1834.25,240.0,2.58,1979,20.7,sandstone,2.62,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9769,9769,1834.5,1290.0,934.0,1979,29.0,sandstone,2.63,medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9770,9770,1835.5,22800.0,21100.0,1979,34.1,sandstone,2.62,fine grained medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9771,9771,1835.75,13400.0,10500.0,1979,31.4,sandstone,2.63,fine grained medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9772,9772,1836.25,2330.0,1.34,1979,19.0,sandstone,2.65,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9773,9773,1842.0,2580.0,5.5,1979,31.8,sandstone,2.68,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9774,9774,1842.25,2580.0,467.0,1979,33.2,sandstone,2.69,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9775,9775,1842.5,162.0,401.0,1979,25.1,sandstone,2.68,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9776,9776,1842.75,1140.0,474.0,1979,29.0,sandstone,2.64,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9777,9777,1843.0,802.0,8.03,1979,28.4,sandstone,2.67,fine grained,fair sorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9778,9778,1843.5,1330.0,2110.0,1979,29.6,sandstone,2.7,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9779,9779,1843.75,3360.0,87.9,1979,33.9,sandstone,2.66,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9780,9780,1844.0,1110.0,1680.0,1979,32.0,sandstone,2.68,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9781,9781,1844.25,533.0,5.56,1979,31.1,sandstone,2.67,fine grained,fair sorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9782,9782,1844.5,5080.0,195.0,1979,34.5,sandstone,2.65,fine grained medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9783,9783,1844.75,548.0,42.9,1979,29.2,sandstone,2.68,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9784,9784,1845.25,5760.0,1110.0,1979,29.5,sandstone,2.72,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9785,9785,1845.5,4080.0,892.0,1979,30.0,sandstone,2.65,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9786,9786,1846.0,4550.0,6460.0,1979,28.2,sandstone,2.65,medium grained,fair sorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9787,9787,1846.25,7440.0,4700.0,1979,31.5,sandstone,2.65,medium grained,well cementedsorted,unconsolidated,15,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9788,9788,1846.75,6170.0,5140.0,1979,29.1,sandstone,2.63,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9789,9789,1847.0,4750.0,4170.0,1979,27.8,sandstone,2.64,medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9790,9790,1847.25,3630.0,2730.0,1979,29.5,sandstone,2.65,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9791,9791,1847.5,1130.0,1950.0,1979,23.3,sandstone,2.66,fine grained medium grained,fair sorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9792,9792,1847.75,8140.0,6040.0,1979,26.9,sandstone,2.63,medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9793,9793,1848.0,3240.0,2120.0,1979,28.9,sandstone,2.64,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9794,9794,1848.5,5910.0,3890.0,1979,31.1,sandstone,2.65,medium coarse grained,well cementedsorted,unconsolidated,15,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9795,9795,1849.0,4910.0,1950.0,1979,29.2,sandstone,2.63,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9796,9796,1849.25,5050.0,4280.0,1979,29.9,sandstone,2.63,medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9797,9797,1849.5,5660.0,3760.0,1979,29.2,sandstone,2.64,medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9798,9798,1850.0,5760.0,3250.0,1979,29.9,sandstone,2.65,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9799,9799,1850.25,6560.0,4130.0,1979,31.3,sandstone,2.64,fine grained medium grained,well cementedsorted,unconsolidated,15,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9800,9800,1850.5,5910.0,2520.0,1979,30.5,sandstone,2.62,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9801,9801,1851.0,5510.0,3980.0,1979,28.3,sandstone,2.63,medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9802,9802,1852.0,6300.0,4970.0,1979,27.8,sandstone,2.63,medium coarse grained,well cementedsorted,unconsolidated,15,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9803,9803,1852.25,5180.0,4180.0,1979,30.3,sandstone,2.63,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9804,9804,1852.75,3510.0,3740.0,1979,24.3,sandstone,2.63,medium grained,fair sorted,unconsolidated,15,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9805,9805,1853.0,1440.0,1190.0,1979,27.1,sandstone,2.62,fine grained,sorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9806,9806,1853.5,6280.0,4080.0,1979,33.3,sandstone,2.63,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9807,9807,1853.75,2180.0,948.0,1979,29.7,sandstone,2.63,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9808,9808,1854.0,2890.0,2160.0,1979,27.8,sandstone,2.63,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9809,9809,1854.25,3770.0,3660.0,1979,27.1,sandstone,2.63,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9810,9810,1854.5,8160.0,5570.0,1979,27.4,sandstone,2.62,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9811,9811,1854.75,3040.0,2920.0,1979,34.0,sandstone,2.65,fine grained medium grained,fair sorted,unconsolidated,15,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9812,9812,1855.0,2030.0,1810.0,1979,26.7,sandstone,2.64,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9813,9813,1855.5,3730.0,783.0,1979,27.7,sandstone,2.63,fine grained pebble (-ly),well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9814,9814,1855.75,8500.0,1480.0,1979,31.2,sandstone,2.62,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9815,9815,1856.0,3910.0,634.0,1979,27.8,sandstone,2.62,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9816,9816,1856.25,4550.0,2730.0,1979,26.0,sandstone,2.63,fine grained pebble (-ly),well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9817,9817,1856.5,1680.0,427.0,1979,27.4,sandstone,2.64,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9818,9818,1856.75,3710.0,2730.0,1979,30.8,sandstone,2.62,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9819,9819,1857.5,1620.0,222.0,1979,30.5,sandstone,2.64,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9820,9820,1857.75,2190.0,1060.0,1979,21.8,sandstone,2.63,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9821,9821,1858.0,166.0,1130.0,1979,24.4,sandstone,2.62,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9822,9822,1858.5,969.0,50.2,1979,28.7,sandstone,2.67,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9823,9823,1860.25,49.9,26.3,1979,25.6,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9824,9824,1860.5,262.0,3.53,1979,26.4,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9825,9825,1861.25,623.0,20.1,1979,29.5,sandstone,2.71,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9826,9826,1861.5,1061.0,4.3,1979,23.7,sandstone,2.6,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9827,9827,1861.75,2150.0,0.24,1979,30.5,sandstone,2.64,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9828,9828,1862.25,4350.0,1700.0,1979,33.1,sandstone,2.65,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9829,9829,1863.25,1890.0,1260.0,1979,30.3,sandstone,2.65,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9830,9830,1863.75,620.0,59.4,1979,26.2,sandstone,2.62,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9831,9831,1864.75,19000.0,4400.0,1979,32.8,sandstone,2.66,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9832,9832,1865.25,5630.0,560.0,1979,31.3,sandstone,2.66,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9833,9833,1865.5,10300.0,686.0,1979,33.4,sandstone,2.65,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9834,9834,1865.75,3070.0,954.0,1979,30.8,sandstone,2.66,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9835,9835,1866.25,9110.0,1480.0,1979,32.8,sandstone,2.64,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9836,9836,1866.5,11500.0,6310.0,1979,34.2,sandstone,2.64,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9837,9837,1866.75,4150.0,149.0,1979,31.8,sandstone,2.67,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9838,9838,1867.0,8820.0,5900.0,1979,31.5,sandstone,2.64,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9839,9839,1868.25,1040.0,881.0,1979,18.2,sandstone,2.65,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9840,9840,1868.5,5660.0,2050.0,1979,32.5,sandstone,2.66,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9841,9841,1867.75,2820.0,684.0,1979,27.2,sandstone,2.63,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9842,9842,1868.25,8140.0,5300.0,1979,31.8,sandstone,2.64,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9843,9843,1868.75,915.0,2500.0,1979,27.5,sandstone,2.64,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9844,9844,1869.0,1720.0,17.8,1979,28.1,sandstone,2.64,medium coarse grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9845,9845,1869.25,262.0,31.0,1979,31.0,sandstone,2.66,medium coarse grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9846,9846,1869.5,745.0,932.0,1979,25.7,sandstone,2.64,medium grained,fair sorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9847,9847,1871.0,1740.0,571.0,1979,30.6,sandstone,2.64,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9848,9848,1871.5,2490.0,1680.0,1979,31.8,sandstone,2.65,medium grained,fair sorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9849,9849,1872.25,1320.0,2990.0,1979,26.7,sandstone,2.63,medium grained,fair sorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9850,9850,1872.5,1680.0,1280.0,1979,30.7,sandstone,2.65,medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9851,9851,1872.75,5240.0,235.0,1979,32.2,sandstone,2.64,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9852,9852,1874.0,4650.0,1450.0,1979,29.8,sandstone,2.65,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9853,9853,1874.5,1410.0,750.0,1979,30.9,sandstone,2.65,fine grained,well cementedsorted,well cemented,4,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9854,9854,1875.0,3020.0,1630.0,1979,31.7,sandstone,2.65,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9855,9855,1875.25,2940.0,919.0,1979,30.9,sandstone,2.64,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9856,9856,1875.5,9010.0,472.0,1979,31.6,sandstone,2.64,fine grained medium grained,well cementedsorted,poorly cemented,10,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9857,9857,1877.25,5200.0,411.0,1979,34.6,sandstone,2.67,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9858,9858,1878.0,949.0,599.0,1979,31.3,sandstone,2.66,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9859,9859,1879.0,952.0,450.0,1979,32.2,sandstone,2.67,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9860,9860,1879.25,4460.0,1530.0,1979,32.5,sandstone,2.65,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9861,9861,1880.0,1060.0,625.0,1979,32.7,sandstone,2.67,fine grained medium grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9862,9862,1880.25,818.0,71.6,1979,31.7,sandstone,2.67,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9863,9863,1880.5,2180.0,119.0,1979,32.9,sandstone,2.66,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
9864,9864,1880.85,873.0,296.0,1979,32.0,sandstone,2.66,fine grained,well cementedsorted,fair cemented,8,35/11-7,SOGNEFJORD FM,FORMATION,151,61.033261,3.590619,1979
